chemsep_nrtl_endpoint_error,chemsep_nrtl_liquid_phase_count,chemsep_nrtl_ratio,chemsep_nrtl_status,chemsep_nrtl_vapor_mole_fraction,heat_reduction_required_for_mass_parity,mass_fraction,mass_ratio_equal_net_heat,minimum_ratio,model_spread,pair_id,paired_eligible,pressure_pa,temperature_k,unifac_dortmund_endpoint_error,unifac_dortmund_liquid_phase_count,unifac_dortmund_ratio,unifac_dortmund_status,unifac_dortmund_vapor_mole_fraction
,0,,inlet_not_single_liquid,1.0,,0.261333333333,,,,water-WYURNTSHIVDZCO-UHFFFAOYSA-N,False,200000.0,400.0,0.008105095449862487,0,0.7939735916386962,ok,1.0
,0,,inlet_not_single_liquid,1.0,,0.261333333333,,,,water-WYURNTSHIVDZCO-UHFFFAOYSA-N,False,101325.0,450.0,0.002871306568927867,0,0.7995266677601783,ok,1.0
,0,,inlet_not_single_liquid,1.0,,0.261333333333,,,,water-WYURNTSHIVDZCO-UHFFFAOYSA-N,False,200000.0,450.0,0.004983500929861329,0,0.7995266677601783,ok,1.0
,1,,inlet_not_single_liquid,0.008357312137932397,,0.26375,,,,water-WYURNTSHIVDZCO-UHFFFAOYSA-N,False,142355.189579,350.0,0.047511135789807146,1,0.8623216980669343,ok,0.0007733599917900172
,1,,inlet_not_single_liquid,0.009819959246607175,,0.266166666667,,,,water-WYURNTSHIVDZCO-UHFFFAOYSA-N,False,142355.189579,350.0,0.047511135789807146,1,0.8701991503667725,ok,0.0022329557136039914
,1,,inlet_not_single_liquid,0.012765268296279561,,0.271,,,,water-WYURNTSHIVDZCO-UHFFFAOYSA-N,False,142355.189579,350.0,0.047511135789807146,1,0.8859570722457016,ok,0.005172095608143981
,1,,inlet_not_single_liquid,0.11184198874121146,,0.280666666667,,,,water-WYURNTSHIVDZCO-UHFFFAOYSA-N,False,101325.0,350.0,0.04753384477263267,1,1.4307703291378326,ok,0.08932078268888226
,1,,inlet_not_single_liquid,0.01873706687728667,,0.280666666667,,,,water-WYURNTSHIVDZCO-UHFFFAOYSA-N,False,142355.189579,350.0,0.047511135789807146,1,0.9174844465787199,ok,0.011131368391156042
,1,,inlet_not_single_liquid,0.0,,0.280666666667,,,,water-WYURNTSHIVDZCO-UHFFFAOYSA-N,False,200000.0,350.0,0.04747923920572206,1,0.8485554522402886,ok,0.0
,0,,inlet_not_single_liquid,1.0,,0.280666666667,,,,water-WYURNTSHIVDZCO-UHFFFAOYSA-N,False,101325.0,375.0,0.005780814713935989,0,0.7760183354708643,ok,1.0
,1,,inlet_not_single_liquid,0.15131960865081392,,0.280666666667,,,,water-WYURNTSHIVDZCO-UHFFFAOYSA-N,False,200000.0,375.0,0.06590865312105298,1,1.4763725354691344,ok,0.1320886012846209
,0,,inlet_not_single_liquid,1.0,,0.280666666667,,,,water-WYURNTSHIVDZCO-UHFFFAOYSA-N,False,101325.0,400.0,0.004356199754141699,0,0.7787698553261939,ok,1.0
,0,,inlet_not_single_liquid,1.0,,0.280666666667,,,,water-WYURNTSHIVDZCO-UHFFFAOYSA-N,False,200000.0,400.0,0.008105095449862487,0,0.7787698553261939,ok,1.0
,0,,inlet_not_single_liquid,1.0,,0.280666666667,,,,water-WYURNTSHIVDZCO-UHFFFAOYSA-N,False,101325.0,450.0,0.002871306568927867,0,0.7847324244108519,ok,1.0
,0,,inlet_not_single_liquid,1.0,,0.280666666667,,,,water-WYURNTSHIVDZCO-UHFFFAOYSA-N,False,200000.0,450.0,0.004983500929861329,0,0.7847324244108519,ok,1.0
,1,,inlet_not_single_liquid,0.12564005312428145,,0.3,,,,water-WYURNTSHIVDZCO-UHFFFAOYSA-N,False,101325.0,350.0,0.04753384477263267,1,1.4995553611539876,ok,0.10331139970495579
,1,,inlet_not_single_liquid,0.03101590349356745,,0.3,,,,water-WYURNTSHIVDZCO-UHFFFAOYSA-N,False,142355.189579,350.0,0.047511135789807146,1,0.9805850430159112,ok,0.023384485354751638
,1,,inlet_not_single_liquid,0.0,,0.3,,,,water-WYURNTSHIVDZCO-UHFFFAOYSA-N,False,200000.0,350.0,0.04747923920572206,1,0.8384178149198824,ok,0.0
,0,,inlet_not_single_liquid,1.0,,0.3,,,,water-WYURNTSHIVDZCO-UHFFFAOYSA-N,False,101325.0,375.0,0.005780814713935989,0,0.7606310228698253,ok,1.0
,1,,inlet_not_single_liquid,0.1689724124867196,,0.3,,,,water-WYURNTSHIVDZCO-UHFFFAOYSA-N,False,200000.0,375.0,0.06590865312105298,1,1.5376917790725673,ok,0.14990158780096777
,0,,inlet_not_single_liquid,1.0,,0.3,,,,water-WYURNTSHIVDZCO-UHFFFAOYSA-N,False,101325.0,400.0,0.004356199754141699,0,0.7635713398038857,ok,1.0
,0,,inlet_not_single_liquid,1.0,,0.3,,,,water-WYURNTSHIVDZCO-UHFFFAOYSA-N,False,200000.0,400.0,0.008105095449862487,0,0.7635713398038857,ok,1.0
,0,,inlet_not_single_liquid,1.0,,0.3,,,,water-WYURNTSHIVDZCO-UHFFFAOYSA-N,False,101325.0,450.0,0.002871306568927867,0,0.7699432203770697,ok,1.0
,0,,inlet_not_single_liquid,1.0,,0.3,,,,water-WYURNTSHIVDZCO-UHFFFAOYSA-N,False,200000.0,450.0,0.004983500929861329,0,0.7699432203770697,ok,1.0
